Name,Symbol,Market,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,code,url,매출액증가율_list,매출액증가율_score,영업이익증가율_list,영업이익증가율_score,영업이익률_list,영업이익률_score,ROE_list,ROE_score,부채비율_list,부채비율_score,total_score,total_price,total_price_group,PER,PER_list,PBR,PBR_list,score_drop
나라엠앤디,051490,KOSDAQ,특수 목적용 기계 제조업,"금형,사출 및 판금부품",2001-06-12,12월,김영조,http://www.naramnd.com,경상남도,051490,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=051490,"1.83,-8.91,24.19,-10.69,11.99",2,"-75.97,70.7,108.75,4.17,88.52",31,"1.16,2.17,3.65,4.26,7.17",15,"3.21,4.04,4.42,3.92,5.95",15,"167.46,151.06,159.37,152.2,155.84",5,68,98800000000,GR3,18.21,"57.41,42.09,39.27,40.15,18.21",1.02,"57.41,42.09,39.27,40.15,18.21,1.77,1.61,1.65,1.5,1.02",False
나무가,190510,KOSDAQ,전자부품 제조업,"스마트폰 카메라모듈, 노트북 카메라모듈",2015-11-12,12월,원태연,http://www.namuga.co.kr,경기도,190510,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=190510,"-38.72,12.87,-0.76,52.15,-32.72",-11,"-51.3,46.3,3.64,106.28,-35.91",3,"3.69,4.79,5.0,6.78,6.46",15,"14.74,31.63,33.49,29.27,37.92",6,"219.8,211.08,203.89,238.9,69.77",1,14,170100000000,GR3,4.33,"16.16,6.95,11.43,10.42,4.33",1.34,"16.16,6.95,11.43,10.42,4.33,2.23,1.88,3.2,2.61,1.34",False
나무기술,242040,KOSDAQ,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업,2016-09-07,12월,정철,http://namutech.co.kr,서울특별시,242040,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=242040,"16.17,-5.12,86.63,-34.95,-3.55",-22,"-117.95,448.32,-211.2,-48.69,134.96",-3,"-1.25,4.58,-2.73,-6.24,2.26",0,"-0.81,6.87,-2.01,-7.71,0.97",-3,"85.82,71.86,106.0,110.33,110.82",0,-28,67400000000,GR3,160.87,"-504.18,40.07,-152.06,-35.41,160.87",1.45,"-504.18,40.07,-152.06,-35.41,160.87,3.14,2.22,2.54,2.48,1.45",False
나스미디어,089600,KOSDAQ,광고업,광고매체 판매,2013-07-17,12월,박평권,http://www.nasmedia.co.kr,서울특별시,089600,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=089600,"7.36,4.9,17.54,-10.39,19.93",7,"33.84,1.37,31.29,-35.3,55.96",17,"27.27,26.35,29.43,21.25,27.63",5,"15.48,15.73,14.8,14.93,15.24",10,"106.52,98.59,121.12,112.11,112.78",5,44,292400000000,GR2,8.59,"15.84,12.65,13.26,11.81,8.59",1.21,"15.84,12.65,13.26,11.81,8.59,2.27,1.84,1.81,1.63,1.21",False
나우IB,293580,KOSDAQ,기타 금융업,"투자조합, PEF 결성 및 투자",2018-10-04,12월,이승원,http://www.nauib.com,서울특별시,293580,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=293580,"-43.76,110.38,-62.48,548.76,-75.1",-9,"-53.13,99.74,-84.87,1412.59,-75.43",-9,"58.13,55.19,22.25,51.87,51.18",5,"12.65,12.93,11.11,15.39,15.83",10,"20.58,24.43,27.14,41.86,52.34",-15,-18,82100000000,GR3,7.49,"10.93,12.82,11.04,7.7,7.49",1.1,"10.93,12.82,11.04,7.7,7.49,1.31,1.58,1.17,1.1,1.1",False
나이스디앤비,130580,KOSDAQ,기타 사업지원 서비스업,기업신용조사 보고서,2011-12-22,12월,강용구,http://www.nicednb.com,서울특별시,130580,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=130580,"32.83,-31.06,11.09,-6.07,45.99",6,"119.15,-72.55,14.97,-10.02,265.44",6,"29.94,11.92,12.34,11.82,29.58",8,"18.33,17.94,19.71,18.22,17.18",10,"28.48,27.13,30.38,27.36,27.47",-15,15,120800000000,GR3,9.24,"13.99,13.05,11.14,12.5,9.24",1.5,"13.99,13.05,11.14,12.5,9.24,2.4,2.2,2.04,2.14,1.5",False
나이스정보통신,036800,KOSDAQ,전기 통신업,카드 VAN사업,2000-05-03,12월,김용국,http://www.nicevan.co.kr,서울특별시,036800,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=036800,"10.16,-2.19,9.43,-2.78,16.06",-3,"24.99,9.17,6.98,-20.54,27.41",11,"6.81,7.6,7.43,6.07,6.66",15,"7.25,7.78,15.72,15.67,16.01",12,"191.65,217.03,195.62,184.79,189.34",5,40,254500000000,GR2,5.82,"20.48,17.49,7.25,7.12,5.82",0.82,"20.48,17.49,7.25,7.12,5.82,1.35,1.24,1.0,0.98,0.82",False
남선알미늄,008350,KOSPI,1차 비철금속 제조업,알미늄샷시 제조/환경사업,1978-05-22,12월,"박귀봉, 정순원(각자대표)",http://www.namsun.co.kr,대구광역시,008350,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=008350,"6.33,-7.93,-18.67,19.37,14.61",4,"16.76,-252.22,-185.93,47.2,111.23",14,"-0.69,-2.62,-9.22,-4.08,0.4",-5,"12.55,17.93,19.6,20.21,17.93",9,"49.81,47.06,50.57,53.35,44.72",-15,7,245100000000,GR2,5.5,"16.73,9.76,6.59,10.65,5.5",0.9,"16.73,9.76,6.59,10.65,5.5,1.96,1.59,1.16,1.94,0.9",False
남성,004270,KOSPI,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,12월,"윤성호, 윤봉수",http://www.namsung.com,서울특별시,004270,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=004270,"4.32,-24.81,94.85,-16.07,-20.86",-23,"-0.61,-96.37,6660.11,-12.25,-103.26",-27,"6.31,0.3,10.55,11.03,-0.46",8,"-6.95,-6.82,6.28,8.44,7.45",3,"156.57,198.41,143.53,141.03,146.12",8,-31,78500000000,GR3,11.49,"-25.37,-23.16,16.02,13.33,11.49",0.61,"-25.37,-23.16,16.02,13.33,11.49,1.59,1.45,0.83,0.79,0.61",False
남양유업,003920,KOSPI,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",1978-06-24,12월,이광범,http://www.namyangi.com,서울특별시,003920,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=003920,"3.74,0.21,2.23,-4.54,0.18",-1,"-53.69,-8.74,13.88,-12.1,10.46",-5,"-8.84,-9.6,-8.08,-9.49,-8.48",-10,"-5.89,-6.98,-6.98,-8.04,-7.63",-15,"15.53,15.91,15.31,16.2,15.47",-15,-46,276800000000,GR2,-5.25,"-13.23,-6.41,-6.13,-5.37,-5.25",0.39,"-13.23,-6.41,-6.13,-5.37,-5.25,0.77,0.44,0.42,0.43,0.39",False
남화산업,111710,KOSDAQ,스포츠 서비스업,골프장 서비스,2018-11-29,12월,"최재훈, 최영곤 (공동대표이사)",http://www.muangc.co.kr,전라남도,111710,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=111710,"91.88,-5.52,-10.81,-19.51,86.88",-9,"128.78,5.9,-35.25,-2.07,99.54",-1,"55.53,62.25,45.19,54.98,58.71",5,"7.82,9.69,9.4,10.24,11.06",13,"10.82,9.59,9.95,12.34,10.11",-15,-7,162600000000,GR3,9.7,"20.65,14.11,12.44,12.1,9.7",1.03,"20.65,14.11,12.44,12.1,9.7,1.57,1.31,1.13,1.19,1.03",False
남화토건,091590,KOSDAQ,건물 건설업,"건축공사, 토목공사",2012-01-31,12월,최재훈(단독 대표이사),http://www.namhwaconst.co.kr,전라남도,091590,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=091590,"33.11,-9.64,6.82,-36.59,17.25",-2,"-186.3,466.47,-12.11,-91.82,358.92",-3,"-4.16,16.85,13.87,1.79,7.0",8,"5.35,7.94,8.83,8.43,9.45",15,"24.04,19.01,18.74,20.47,19.67",-15,3,86700000000,GR3,6.84,"19.53,10.44,8.05,9.42,6.84",0.62,"19.53,10.44,8.05,9.42,6.84,1.02,0.8,0.68,0.77,0.62",False
네오셈,253590,KOSDAQ,특수 목적용 기계 제조업,반도체 검사장비,2018-04-04,12월,염동현,http://www.neosem.com,경기도,253590,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=253590,"30.44,-1.1,236.53,-51.49,-21.63",-21,"53.13,67.07,2645.53,-84.1,-188.53",-9,"-16.13,-5.37,40.62,13.32,-15.04",-3,"1.85,-5.13,11.99,16.69,18.66",6,"94.6,98.71,74.46,74.33,73.92",-15,-42,126900000000,GR3,13.77,"158.44,-48.04,24.12,17.33,13.77",2.22,"158.44,-48.04,24.12,17.33,13.77,2.8,2.42,2.58,2.58,2.22",False
네오오토,212560,KOSDAQ,자동차 신품 부품 제조업,"피니언 기어, 디프 어셈블리, 대형기어",2015-11-18,12월,김원일,http://www.neooto.kr,서울특별시,212560,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=212560,"1.47,-13.46,19.57,-1.22,7.83",-6,"31.43,-98.73,6797.61,11.27,79.44",29,"6.11,0.09,5.16,5.81,9.67",15,"8.86,7.41,7.65,7.95,8.1",15,"61.02,54.58,64.54,59.03,56.22",-15,38,59000000000,GR3,6.42,"11.53,9.58,7.91,9.56,6.42",0.5,"11.53,9.58,7.91,9.56,6.42,0.98,0.69,0.58,0.73,0.5",False
네오위즈,095660,KOSDAQ,소프트웨어 개발 및 공급업,"피망,스페셜포스",2007-07-02,12월,"김승철, 배태근 (공동대표)",http://www.neowizgames.com,경기도,095660,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=095660,"-17.55,4.78,12.32,10.56,-8.2",-2,"-60.93,-126.92,387.01,176.26,-47.07",-3,"8.89,-2.28,5.83,14.58,8.41",9,"15.82,14.13,13.41,11.15,13.47",10,"15.37,17.21,22.57,21.34,19.73",-15,-1,891200000000,GR0,8.5,"9.13,9.21,14.01,11.37,8.5",1.01,"9.13,9.21,14.01,11.37,8.5,1.31,1.18,1.67,1.13,1.01",False
네오크레마,311390,KOSDAQ,기타 식품 제조업,기능성 식품 원료,2019-08-22,12월,"한기수, 최형석(공동대표)",http://www.cremar.co.kr,서울특별시,311390,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=311390,"23.17,-9.24,9.13,-7.83,-12.12",-27,"14.88,-22.64,-47.82,-184.7,240.24",-10,"5.58,4.75,2.27,-2.09,3.33",10,"5.48,5.32,4.52,2.92,3.2",15,"24.94,23.63,23.04,16.35,13.69",-15,-27,104800000000,GR3,63.92,"38.23,30.56,65.74,137.75,63.92",1.91,"38.23,30.56,65.74,137.75,63.92,2.01,1.59,2.91,3.83,1.91",False
네오티스,085910,KOSDAQ,자동차 신품 부품 제조업,"마이크로비트,샤프트",2007-10-01,12월,권상훈,http://www.neotis.co.kr,경기도,085910,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=085910,"-6.17,102.66,22.54,-5.01,-4.2",-15,"-18.91,221.3,10.09,7.14,5.78",18,"10.71,16.98,15.25,17.2,18.99",10,"0.52,7.0,12.09,14.04,19.27",12,"108.3,100.84,94.14,86.77,89.78",-5,20,74200000000,GR3,6.96,"273.34,17.42,11.15,9.77,6.96",1.19,"273.34,17.42,11.15,9.77,6.96,1.4,1.17,1.21,1.21,1.19",False
네오팜,092730,KOSDAQ,기타 화학제품 제조업,생체기능성(아토피)보습제,2007-01-30,12월,김양수,http://neopharm.co.kr,대전광역시,092730,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=092730,"-6.88,-9.02,24.18,-7.47,-3.88",-27,"-8.83,-43.49,78.81,2.69,-21.91",-11,"28.57,17.75,25.56,28.36,23.04",6,"15.55,15.29,14.28,13.62,13.51",10,"13.18,12.53,10.06,14.77,9.74",-15,-37,157900000000,GR3,9.45,"15.91,12.62,11.49,12.26,9.45",1.16,"15.91,12.62,11.49,12.26,9.45,2.23,1.74,1.49,1.52,1.16",False
네이블,153460,KOSDAQ,소프트웨어 개발 및 공급업,"유무선융합 인프라, 클라이언트 및 All-IP 통신보안",2012-07-19,12월,양건열,http://www.nablecomm.com,서울특별시,153460,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=153460,"98.15,-6.45,189.85,-80.2,71.12",9,"126.91,-14.42,952.92,-131.63,98.03",9,"10.96,10.03,36.43,-58.2,-0.67",1,"6.82,8.85,10.56,12.31,10.81",12,"10.93,14.3,14.06,7.01,11.56",-15,16,48500000000,GR3,16.64,"27.51,24.44,18.22,18.4,16.64",1.67,"27.51,24.44,18.22,18.4,16.64,1.78,2.03,1.79,2.09,1.67",False
넥센,005720,KOSPI,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 배중열",http://www.nexencorp.co.kr,경상남도,005720,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=005720,"1.88,5.43,4.02,-2.0,21.43",9,"-7.86,-58.55,-309.0,-95.75,66.87",-15,"3.53,1.39,-2.79,-5.58,-1.52",0,"3.0,3.49,2.68,0.7,0.4",15,"106.23,107.58,116.0,117.45,126.24",10,19,215200000000,GR2,46.86,"9.96,7.73,9.04,33.24,46.86",0.18,"9.96,7.73,9.04,33.24,46.86,0.28,0.25,0.23,0.22,0.18",False
넥센타이어,002350,KOSPI,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",1976-05-19,12월,대표이사 회 장 강병중 대표이사 부회장 강호찬 대표이사 사 장 이현종,http://www.nexentire.com,경상남도,002350,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=002350,"2.37,5.81,1.93,-2.24,22.58",9,"-5.52,-89.66,-1851.22,-90.03,45.73",-15,"2.47,0.24,-4.15,-8.06,-3.57",0,"0.71,1.72,0.31,-2.56,-3.72",3,"128.29,128.75,138.97,140.8,151.97",9,6,632800000000,GR0,-9.44,"99.48,30.1,147.46,-16.7,-9.44",0.35,"99.48,30.1,147.46,-16.7,-9.44,0.69,0.5,0.44,0.42,0.35",False
넥스틴,348210,KOSDAQ,특수 목적용 기계 제조업,반도체 전공정용 패턴결함 검사장비(AEGIS 등),2020-10-08,12월,박태훈,http://nextinsol.com,경기도,348210,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=348210,"79.73,-17.35,-9.97,19.74,118.72",11,"182.49,-2.94,-28.34,25.41,191.56",15,"40.0,46.98,37.39,39.16,52.21",5,"66.83,41.85,34.24,36.75,44.38",5,"20.32,17.82,15.77,23.56,25.19",-15,21,559500000000,GR1,17.71,"28.98,24.56,30.19,30.88,17.71",6.64,"28.98,24.56,30.19,30.88,17.71,11.68,8.44,8.88,9.99,6.64",False
넵튠,217270,KOSDAQ,소프트웨어 개발 및 공급업,모바일게임,2015-06-18,12월,"정욱, 유태웅 (각자대표이사)",http://www.neptunegames.co.kr,경기도,217270,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=217270,"18.59,-8.18,-34.3,59.83,-16.31",-16,"-9.13,-38.57,-78.49,-1.41,-16.24",-45,"-57.39,-86.61,-235.3,-149.29,-207.36",-10,"24.22,54.16,53.92,30.49,3.04",7,"14.74,17.64,18.79,20.34,19.37",-15,-79,414200000000,GR1,65.52,"14.42,4.79,3.73,11.16,65.52",1.96,"14.42,4.79,3.73,11.16,65.52,2.71,1.84,1.32,2.26,1.96",False
넷마블,251270,KOSPI,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,"권영식, 도기욱(각자 대표집행임원)",http://company.netmarble.com,서울특별시,251270,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=251270,"1.19,5.18,23.92,-16.06,4.61",5,"-70.23,65.14,102.59,-122.13,-189.77",-15,"2.8,4.39,7.18,-1.89,-5.24",5,"5.41,4.28,4.29,2.57,-0.42",9,"40.44,37.87,77.5,76.88,75.29",-15,-11,5260300000000,GR0,-254.32,"40.25,43.64,44.71,68.08,-254.32",1.01,"40.25,43.64,44.71,68.08,-254.32,1.98,1.68,1.77,1.63,1.01",False
노루페인트,090350,KOSPI,기타 화학제품 제조업,페인트 제조,2006-07-03,12월,조성국,,경기도,090350,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=090350,"37.71,-14.34,4.11,-9.23,24.08",3,"37.75,-18.22,-55.32,81.67,105.62",15,"4.17,3.98,1.71,3.42,5.67",15,"4.86,4.26,4.26,4.14,4.99",15,"108.66,98.04,94.39,102.18,98.56",-5,43,181200000000,GR3,9.88,"16.33,14.57,21.11,17.92,9.88",0.48,"16.33,14.57,21.11,17.92,9.88,0.78,0.61,0.88,0.73,0.48",False
노루홀딩스,000320,KOSPI,기타 금융업,지주사업,1973-08-10,12월,"한영재,김용기",http://www.norooholdings.co.kr,경기도,000320,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=000320,"29.6,-9.72,5.74,-9.4,19.6",-2,"9.0,9.32,-13.21,-19.75,117.08",-3,"2.56,3.1,2.54,2.25,4.09",15,"3.72,3.03,0.43,-0.14,0.92",9,"87.94,82.83,80.89,85.57,83.54",-15,4,155500000000,GR3,42.68,"14.59,14.99,107.63,-335.15,42.68",0.3,"14.59,14.99,107.63,-335.15,42.68,0.42,0.35,0.36,0.35,0.3",False
노바렉스,194700,KOSDAQ,기타 식품 제조업,건강기능식품 제조,2018-11-14,12월,권석형,http://www.novarex.co.kr,충청북도,194700,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=194700,"10.83,-1.72,17.4,-1.64,-0.3",-25,"-15.7,-12.59,58.71,-9.68,3.88",-7,"9.78,8.7,11.75,10.79,11.25",12,"22.89,20.9,20.68,19.63,19.4",7,"90.75,78.7,81.93,75.2,65.46",-15,-28,145500000000,GR3,18.99,"15.24,15.47,13.11,13.96,18.99",3.18,"15.24,15.47,13.11,13.96,18.99,2.79,2.61,2.19,2.22,3.18",False
노바텍,285490,KOSDAQ,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재",2018-11-02,12월,오춘택,http://www.mynovatech.com,경기도,285490,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=285490,"-2.57,28.92,-5.26,68.41,-45.38",-9,"-50.33,157.17,-14.76,48.77,-58.26",-9,"21.24,42.37,38.12,33.67,25.74",5,"51.79,45.87,42.97,35.98,26.15",5,"7.58,8.46,12.04,15.01,11.63",-15,-23,310400000000,GR2,11.35,"10.95,8.85,11.0,10.77,11.35",2.6,"10.95,8.85,11.0,10.77,11.35,3.94,2.94,3.72,3.23,2.6",False
노터스,278650,KOSDAQ,자연과학 및 공학 연구개발업,비임상실험 유효성(약리)평가,2019-11-27,12월,"문정환, 김도형(각자대표)",http://www.knotus.co.kr,인천광역시,278650,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=278650,"-15.75,-0.41,5.64,28.88,-9.64",-9,"-23.21,-29.74,-16.82,120.42,-35.63",-21,"17.84,12.58,9.91,16.95,12.07",11,"17.21,16.25,15.29,16.76,13.98",10,"34.89,32.62,35.53,43.39,148.67",-10,-19,418000000000,GR1,29.89,"23.27,24.73,25.23,22.28,29.89",3.79,"23.27,24.73,25.23,22.28,29.89,3.6,3.67,3.52,3.46,3.79",False
녹십자,006280,KOSPI,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,http://www.gccorp.com,경기도,006280,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=006280,"37.33,20.15,-13.62,3.64,1.51",9,"123.47,543.75,-119.47,400.49,-68.75",-3,"2.87,15.35,-3.46,10.04,3.09",8,"8.66,7.57,10.3,9.66,10.42",13,"75.86,71.88,64.17,66.45,65.15",-15,12,1887300000000,GR0,15.79,"41.07,44.91,20.68,20.56,15.79",1.51,"41.07,44.91,20.68,20.56,15.79,3.35,3.21,1.95,1.83,1.51",False
녹십자웰빙,234690,KOSDAQ,의약품 제조업,"전문의약품, 건강기능식품",2019-10-14,12월,김상현,http://www.greencrosswb.com,서울특별시,234690,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=234690,"1.93,8.18,-6.7,17.16,-2.8",-13,"181.94,421.4,13.84,-84.28,113.47",18,"2.79,13.45,16.41,2.2,4.84",13,"2.21,3.31,5.24,7.82,8.05",15,"48.74,46.69,45.65,57.43,67.34",-15,18,142000000000,GR3,24.86,"122.17,74.78,39.07,26.88,24.86",1.95,"122.17,74.78,39.07,26.88,24.86,2.69,2.45,2.01,2.04,1.95",False
녹십자홀딩스,005250,KOSPI,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28,12월,"허일섭, 허용준",http://www.gccorp.com,경기도,005250,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=005250,"32.16,16.18,-4.49,-0.92,2.93",-9,"5.3,453.0,-122.85,380.43,-79.89",-5,"3.04,14.45,-3.46,9.79,1.91",9,"18.96,17.99,5.68,4.15,3.35",13,"95.78,88.97,83.01,83.76,84.44",-15,-7,874700000000,GR0,30.0,"10.52,9.93,24.34,29.54,30.0",0.88,"10.52,9.93,24.34,29.54,30.0,1.67,1.5,1.2,1.08,0.88",False
농심,004370,KOSPI,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30,12월,"박준,이병학",http://www.nongshim.com,서울특별시,004370,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=004370,"2.13,3.87,5.15,4.05,2.7",15,"-38.97,68.53,7.98,9.17,-87.61",-5,"2.67,4.33,4.44,4.66,0.56",15,"5.41,5.11,4.73,4.86,5.21",15,"32.94,32.8,31.77,32.94,32.29",-15,25,1815600000000,GR0,14.36,"17.21,16.1,19.41,17.54,14.36",0.68,"17.21,16.1,19.41,17.54,14.36,0.87,0.76,0.84,0.78,0.68",False
농심홀딩스,072710,KOSPI,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30,12월,신동원,http://www.nongshimholdings.co.kr,서울특별시,072710,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=072710,"8.36,-0.31,25.43,-11.58,2.65",-3,"0.28,-2.88,33.06,-18.18,13.46",2,"8.51,8.29,8.79,8.14,8.99",15,"5.42,5.19,4.88,4.87,4.9",15,"31.64,32.55,27.89,29.01,29.12",-15,14,311600000000,GR2,6.24,"7.12,6.66,7.16,6.8,6.24",0.3,"7.12,6.66,7.16,6.8,6.24,0.38,0.34,0.34,0.32,0.3",False
농우바이오,054050,KOSDAQ,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",2002-04-02,12월,박동섭,http://www.nongwoobio.co.kr,경기도,054050,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=054050,"18.49,-28.61,24.38,5.62,9.29",14,"-77.49,-124.36,964.84,204.12,-121.4",-3,"2.42,-0.83,5.75,16.55,-3.24",4,"3.26,3.01,2.89,3.23,3.26",15,"26.98,24.52,27.63,31.15,30.67",-15,15,161100000000,GR3,20.73,"27.77,26.44,25.33,25.31,20.73",0.66,"27.77,26.44,25.33,25.31,20.73,0.9,0.79,0.72,0.8,0.66",False
누리플렉스,040160,KOSDAQ,소프트웨어 개발 및 공급업,"지능형검침인프라(AMI),에너지관리시스템, 플랫폼 SW",2000-08-29,12월,김영덕,http://www.nuriflex.co.kr,서울특별시,040160,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=040160,"112.0,-46.83,49.78,13.73,4.6",19,"611.3,-72.28,-226.18,190.34,62.63",15,"24.64,12.85,-10.82,8.6,13.37",6,"7.53,9.46,11.77,14.9,10.72",12,"79.99,68.44,105.33,108.53,87.54",-5,47,76500000000,GR3,9.05,"23.63,14.3,12.34,8.67,9.05",0.86,"23.63,14.3,12.34,8.67,9.05,1.61,1.21,1.28,1.12,0.86",False
뉴인텍,012340,KOSDAQ,전자부품 제조업,콘덴서,1997-02-12,12월,장기수,http://www.nuin.co.kr,충청남도,012340,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=012340,"7.03,-2.66,10.48,-9.62,16.72",-1,"-50.91,-293.33,112.56,-1036.39,-138.35",-27,"1.43,-2.84,0.32,-3.34,-6.83",0,"3.18,1.85,1.29,-2.74,-7.44",3,"114.89,180.19,192.0,198.02,204.63",6,-19,112000000000,GR3,-44.23,"139.1,205.61,308.79,-135.17,-44.23",3.41,"139.1,205.61,308.79,-135.17,-44.23,4.34,3.76,3.95,3.75,3.41",False
뉴트리,270870,KOSDAQ,기타 식품 제조업,"에버콜라겐, 지노마스터 등",2018-12-13,12월,김도언,http://www.newtree.co.kr,서울특별시,270870,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=270870,"-14.7,-7.14,-11.63,15.92,-16.53",-25,"-40.32,-51.48,-73.34,541.72,-96.0",-21,"10.02,5.24,1.58,8.74,0.42",14,"32.17,27.73,24.05,18.41,13.62",7,"28.46,47.92,56.35,58.52,51.48",-15,-40,109400000000,GR3,8.99,"14.68,11.66,10.16,11.59,8.99",1.13,"14.68,11.66,10.16,11.59,8.99,3.97,2.76,2.1,1.87,1.13",False
뉴파워프라즈마,144960,KOSDAQ,특수 목적용 기계 제조업,플라즈마 세정기(Remote Plasma Cleaning Generator),2016-11-30,12월,위순임,http://newpower.co.kr,경기도,144960,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=144960,"9.76,-6.71,48.58,-28.71,17.44",2,"25.17,-48.96,137.97,-50.0,-20.28",-21,"9.47,5.18,8.3,5.82,3.95",15,"29.93,28.6,12.02,9.69,9.03",10,"130.27,127.67,117.7,131.84,145.71",10,16,204400000000,GR2,9.36,"5.53,7.83,12.07,12.76,9.36",0.74,"5.53,7.83,12.07,12.76,9.36,1.38,1.86,1.3,1.09,0.74",False
다나와,119860,KOSDAQ,소프트웨어 개발 및 공급업,"인터넷쇼핑몰 가격비교서비스, 온라인광고",2011-01-24,12월,안징현,http://www.danawa.com,서울특별시,119860,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=119860,"-12.93,16.6,-12.06,-3.08,-7.81",-35,"-14.56,8.61,3.24,-31.73,50.67",5,"18.14,16.89,19.83,13.97,22.83",9,"23.35,22.08,19.65,22.0,21.74",6,"14.02,12.75,12.96,9.8,9.26",-15,-30,238600000000,GR2,6.2,"12.93,13.39,11.85,9.37,6.2",1.2,"12.93,13.39,11.85,9.37,6.2,2.75,2.71,2.15,1.84,1.2",False
다날,064260,KOSDAQ,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제,2004-07-23,12월,박상만,http://www.danal.co.kr,경기도,064260,https://navercomp.wisereport.co.kr/v2/company/c1040001.aspx?cmp_cd=064260,"2.79,0.76,21.32,-14.03,4.3",5,"31.85,-43.57,454.58,-104.7,-568.27",-21,"4.31,2.41,11.03,-0.6,-3.86",4,"15.64,14.79,19.72,10.96,6.53",11,"138.92,128.95,123.27,120.84,120.69",10,9,493600000000,GR1,25.2,"11.44,9.7,18.06,26.5,25.2",1.44,"11.44,9.7,18.06,26.5,25.2,1.59,1.2,2.91,2.49,1.44",False
